cod_mun,nom_mun,sig_uf,regiao,tx_aprov_ef_1,saeb_mat_ef_1,saeb_port_ef_1,ideb_ef_1,tx_aprov_ef_2,saeb_mat_ef_2,saeb_port_ef_2,ideb_ef_2,tx_aprov_em,saeb_mat_em,saeb_port_em,ideb_em,populacao,exp_vida,analfabetismo,tx_pobreza,pib_per_capita,mortalidade_inf,maternidade_inf,type,num_operadoras,0_a_2_mbs,2.5_a_5_mbs,6_a_10_mbs,11_a_15_mbs,15_a_25_mbs,acima_25_mbs
1500800,ANANINDEUA,PA,NORTE,92.3,210.5,201.25,5.3,88.8,247.12,249.82,4.3,78.5,250.77,260.63,3.2,471980,74.24,3.44,13.94,8.72,13.98,0.72,broadband,29,1965.0,856.0,1531.0,1134.0,1880.0,5394.0
1500800,ANANINDEUA,PA,NORTE,92.3,210.5,201.25,5.3,88.8,247.12,249.82,4.3,78.5,250.77,260.63,3.2,471980,74.24,3.44,13.94,8.72,13.98,0.72,mobile,6,900.0,238.0,198.0,628.0,0.0,0.0
1500859,ANAPU,PA,NORTE,84.6,188.86,174.82,4.2,88.3,241.96,241.36,3.8,83.9,238.42,248.83,3.2,20543,72.25,19.24,44.8,7.82,22.22,2.54,broadband,2,0.0,0.0,0.0,12.0,0.0,0.0
1500909,AUGUSTO CORREA,PA,NORTE,81.4,192.53,181.38,4.2,78.4,ND,ND,-,70.7,230.68,232.92,2.4,40497,71.3,26.26,62.59,4.64,17.11,1.5,broadband,2,0.0,0.0,0.0,0.0,0.0,2.0
1501303,BARCARENA,PA,NORTE,88.9,194.32,189.83,4.4,83.6,228.61,231.92,3.6,74.2,240.88,248.68,2.8,99859,73.04,8.52,26.03,28.08,10.21,1.16,broadband,5,11.0,2.0,0.0,14.0,118.0,98.0
1501303,BARCARENA,PA,NORTE,88.9,194.32,189.83,4.4,83.6,228.61,231.92,3.6,74.2,240.88,248.68,2.8,99859,73.04,8.52,26.03,28.08,10.21,1.16,mobile,2,16.0,32.0,0.0,0.0,0.0,0.0
1501402,BELEM,PA,NORTE,89.1,207.54,199.79,5.2,84.2,242.81,247.25,4.1,74,256.73,265.02,3.3,1393399,74.33,3.33,13.04,13.51,13.55,0.64,broadband,35,5714.0,2614.0,4334.0,3721.0,6417.0,26167.0
1501402,BELEM,PA,NORTE,89.1,207.54,199.79,5.2,84.2,242.81,247.25,4.1,74,256.73,265.02,3.3,1393399,74.33,3.33,13.04,13.51,13.55,0.64,mobile,6,4394.0,1210.0,1276.0,4676.0,0.0,0.0
1501451,BELTERRA,PA,NORTE,86.8,213.66,211.03,5.1,97.1,252.53,261.22,4.8,84.3,246.66,249.63,3.3,16318,71.51,12.4,47.03,5.86,22.06,1.84,broadband,2,4.0,0.0,0.0,0.0,0.0,0.0
1501451,BELTERRA,PA,NORTE,86.8,213.66,211.03,5.1,97.1,252.53,261.22,4.8,84.3,246.66,249.63,3.3,16318,71.51,12.4,47.03,5.86,22.06,1.84,mobile,1,2.0,0.0,0.0,0.0,0.0,0.0
1501501,BENEVIDES,PA,NORTE,99.3,231.23,213.55,6.2,96.8,247.22,248.91,4.7,88.2,242.54,250.07,3.4,51651,72.9,6.83,21.31,14.31,12.49,1.34,broadband,8,56.0,4.0,60.0,0.0,30.0,57.0
1501501,BENEVIDES,PA,NORTE,99.3,231.23,213.55,6.2,96.8,247.22,248.91,4.7,88.2,242.54,250.07,3.4,51651,72.9,6.83,21.31,14.31,12.49,1.34,mobile,1,26.0,0.0,0.0,0.0,0.0,0.0
1501576,BOM JESUS DO TOCANTINS,PA,NORTE,86.7,224.5,202.61,5,85.6,245.9,242.96,3.9,77.1,262.88,267.04,3.4,15298,71.61,21.14,31.11,6.22,22.22,0.44,broadband,2,0.0,0.0,0.0,0.0,0.0,18.0
1501709,BRAGANCA,PA,NORTE,82.3,196.03,189.1,4.4,76.6,229.32,234.09,3.6,76.9,247.85,252.85,3.1,113227,70.27,15.64,41.59,5.71,12.39,1.67,broadband,7,30.0,17.0,22.0,3.0,63.0,304.0
1501725,BRASIL NOVO,PA,NORTE,92.1,224.68,209.27,5.6,90.9,266.32,253.95,4.9,84.3,259.85,258.59,3.5,15690,73.55,17.83,41.29,10.23,9.01,1.2,broadband,2,0.0,0.0,0.0,0.0,0.0,10.0
1501782,BREU BRANCO,PA,NORTE,82.8,194.66,182.56,4.4,87.3,243.16,242.35,3.5,72.6,242.27,247.52,2.8,52493,71.87,20.26,43.11,5.68,24.2,2.29,broadband,2,0.0,0.0,0.0,0.0,0.0,48.0
1501808,BREVES,PA,NORTE,64.6,192.61,182.48,3.6,79.8,243.53,245.36,3.7,78.5,253.58,260.24,3.3,92860,71.65,24.74,56.22,4.6,15.79,1.29,broadband,3,56.0,50.0,0.0,0.0,0.0,0.0
1501907,BUJARU,PA,NORTE,78.3,194.48,179.26,4.2,86,234.48,236.14,3.8,73.4,233.27,244.26,2.7,25695,71.76,14.57,54.0,11.61,12.68,1.69,broadband,2,0.0,12.0,0.0,0.0,0.0,0.0
1502103,CAMETA,PA,NORTE,68.2,187.63,178.96,3.7,84.5,234.55,235.6,3.3,80.6,245.56,249.59,3.2,120896,70.21,10.53,50.71,5.69,14.89,1.03,broadband,2,0.0,0.0,0.0,24.0,0.0,0.0
1502152,CANAA DOS CARAJAS,PA,NORTE,90.6,208.88,200.98,5.1,90.3,242.36,245.97,4.2,71.5,240.56,242.51,2.7,26716,73.06,9.93,20.83,44.64,14.59,1.13,broadband,7,20.0,0.0,0.0,0.0,36.0,64.0
1502152,CANAA DOS CARAJAS,PA,NORTE,90.6,208.88,200.98,5.1,90.3,242.36,245.97,4.2,71.5,240.56,242.51,2.7,26716,73.06,9.93,20.83,44.64,14.59,1.13,mobile,1,30.0,0.0,0.0,24.0,0.0,0.0
1502202,CAPANEMA,PA,NORTE,90.4,201.14,193.14,4.8,81.8,227.99,233.04,3.5,71.6,241.41,251.36,2.8,63639,72.62,13.81,30.91,9.79,23.08,1.15,broadband,6,0.0,6.0,0.0,17.0,44.0,62.0
1502202,CAPANEMA,PA,NORTE,90.4,201.14,193.14,4.8,81.8,227.99,233.04,3.5,71.6,241.41,251.36,2.8,63639,72.62,13.81,30.91,9.79,23.08,1.15,mobile,1,10.0,0.0,0.0,0.0,0.0,0.0
1502301,CAPITAO POCO,PA,NORTE,74,191.69,178.95,4.2,82.5,230.89,229.3,3.4,79.8,240.15,244.68,3,51893,69.8,23.98,50.15,6.03,12.27,1.72,broadband,3,0.0,0.0,0.0,38.0,0.0,32.0
1502301,CAPITAO POCO,PA,NORTE,74,191.69,178.95,4.2,82.5,230.89,229.3,3.4,79.8,240.15,244.68,3,51893,69.8,23.98,50.15,6.03,12.27,1.72,mobile,1,42.0,0.0,0.0,0.0,0.0,0.0
1502400,CASTANHAL,PA,NORTE,90,204.93,193.48,4.8,83,233.98,234.77,3.7,77.2,248.58,256.15,3.1,173149,72.97,7.81,22.93,12.42,10.64,0.59,broadband,9,73.0,16.0,32.0,66.0,250.0,527.0
1502400,CASTANHAL,PA,NORTE,90,204.93,193.48,4.8,83,233.98,234.77,3.7,77.2,248.58,256.15,3.1,173149,72.97,7.81,22.93,12.42,10.64,0.59,mobile,2,42.0,0.0,42.0,2.0,0.0,0.0
1502707,CONCEICAO DO ARAGUAIA,PA,NORTE,88.3,191.73,181.59,4.6,89.5,231.14,230.55,3.8,82.3,253.87,257.27,3.5,45557,71.2,14.32,27.91,7.75,15.44,1.16,broadband,3,42.0,0.0,0.0,0.0,32.0,0.0
1502764,CUMARU DO NORTE,PA,NORTE,86.5,ND,ND,-,95.5,ND,ND,-,78.6,239.93,253.99,3.1,10466,72.71,25.2,36.37,13.89,18.07,3.61,broadband,2,0.0,0.0,0.0,0.0,0.0,0.0
1502772,CURIONOPOLIS,PA,NORTE,96.8,212.36,198.88,5.4,93.5,247.99,244.94,4.4,69.1,234.33,247.21,2.6,18288,73.53,17.98,34.88,22.39,17.24,2.41,broadband,5,0.0,0.0,0.0,0.0,20.0,51.0
1502905,CURUCA,PA,NORTE,83.9,187.59,177.99,4.2,81.6,223.77,234.76,3.7,75.5,246.49,256.57,3,34294,70.48,10.83,50.49,4.6,14.26,0.61,broadband,2,0.0,0.0,0.0,0.0,0.0,20.0
1502939,DOM ELISEU,PA,NORTE,90.5,228.23,211.33,5.6,93.7,257.86,258.32,4.5,62.1,253.48,263.43,2.7,51319,70.8,17.67,28.87,7.61,13.01,0.58,broadband,6,11.0,1.0,10.0,22.0,37.0,16.0
1503002,FARO,PA,NORTE,87.6,186.52,169.03,4.3,86.9,227.68,225.9,3.5,82.5,ND,ND,-,8177,70.35,10.51,55.62,5.02,26.14,2.61,broadband,2,26.0,0.0,0.0,0.0,0.0,0.0
1503077,GARRAFAO DO NORTE,PA,NORTE,79.6,200.4,186.87,4.4,92.3,245.26,243.33,4.1,85.1,230.6,235.53,3,25034,70.75,30.5,49.27,5.78,7.3,2.92,broadband,4,34.0,0.0,0.0,0.0,0.0,0.0
1503077,GARRAFAO DO NORTE,PA,NORTE,79.6,200.4,186.87,4.4,92.3,245.26,243.33,4.1,85.1,230.6,235.53,3,25034,70.75,30.5,49.27,5.78,7.3,2.92,mobile,1,18.0,0.0,0.0,0.0,0.0,0.0
1503093,GOIANESIA DO PARA,PA,NORTE,85.7,199.44,188.41,4.5,85,250.35,242.9,3.4,74.1,ND,ND,-,30436,69.58,22.67,35.6,6.42,11.01,2.2,broadband,3,20.0,0.0,0.0,0.0,0.0,22.0
1503101,GURUPA,PA,NORTE,73.3,189.36,176.4,3.5,71.1,224.82,228.89,3,67.4,229.71,246.03,2.4,29062,71.59,24.82,54.73,4.28,10.58,1.46,broadband,3,12.0,8.0,0.0,0.0,0.0,0.0
1503200,IGARAPE-ACU,PA,NORTE,79.9,176.58,170.97,4,82.1,216.99,219.21,3.2,74.7,242.7,249.22,2.9,35887,69.55,15.57,42.96,5.9,7.09,0.89,broadband,3,0.0,0.0,2.0,8.0,14.0,8.0
1503309,IGARAPE-MIRI,PA,NORTE,77,192.91,182.61,4,81.8,232.13,233.07,3.7,79.5,240.38,244.6,3,58077,71.18,19.06,53.09,4.02,16.24,1.91,broadband,2,0.0,0.0,28.0,2.0,0.0,0.0
1503457,IPIXUNA DO PARA,PA,NORTE,85.3,202.72,191.49,4.5,86.9,253.39,256.12,4.3,74.7,236.47,241.66,2.7,51309,70.44,22.82,52.27,5.26,20.2,0.67,broadband,3,0.0,0.0,10.0,8.0,16.0,16.0
1503606,ITAITUBA,PA,NORTE,85.4,211.37,199.91,4.6,87.3,255.49,259.65,4.2,73.8,250.49,260.86,3.2,97493,72.97,13.84,24.77,10.8,19.35,1.89,broadband,8,202.0,259.0,238.0,101.0,31.0,56.0
1503606,ITAITUBA,PA,NORTE,85.4,211.37,199.91,4.6,87.3,255.49,259.65,4.2,73.8,250.49,260.86,3.2,97493,72.97,13.84,24.77,10.8,19.35,1.89,mobile,1,224.0,0.0,0.0,0.0,0.0,0.0
1503705,ITUPIRANGA,PA,NORTE,84.5,187.35,176.69,4.2,81.6,232.13,232.17,3.6,78.6,242.15,248.38,3,51220,69.73,23.12,51.56,6.55,11.52,1.28,broadband,2,22.0,0.0,0.0,0.0,0.0,0.0
1503804,JACUNDA,PA,NORTE,91.4,195.83,181.17,4.5,81.1,232.12,227.14,3.3,74.5,234.5,239.55,2.7,51360,70.14,15.98,31.68,5.72,14.93,1.36,broadband,4,68.0,18.0,60.0,42.0,98.0,88.0
1503903,JURUTI,PA,NORTE,92.3,201.99,190.14,5,90.8,247.76,251.31,4.5,81.5,244.27,247.9,3.1,47086,70.35,8.9,49.58,11.31,20.15,1.34,broadband,2,0.0,28.0,0.0,0.0,0.0,0.0
1504059,MAE DO RIO,PA,NORTE,87.8,202.08,193.38,4.7,87.4,246.34,247.68,3.8,81.9,259.62,267.17,3.6,27904,70.75,17.6,35.53,6.46,19.68,0.89,broadband,3,0.0,0.0,16.0,0.0,0.0,30.0
1504208,MARABA,PA,NORTE,92.5,203.65,195.48,5.1,93.7,243.38,245.35,4.3,83,246.25,253.22,3.3,233669,72.09,11.36,23.53,18.6,18.68,1.32,broadband,12,492.0,12.0,178.0,464.0,721.0,3014.0
1504208,MARABA,PA,NORTE,92.5,203.65,195.48,5.1,93.7,243.38,245.35,4.3,83,246.25,253.22,3.3,233669,72.09,11.36,23.53,18.6,18.68,1.32,mobile,5,226.0,162.0,68.0,122.0,0.0,0.0
1504307,MARACANA,PA,NORTE,86.6,190.87,187.19,4.5,94,230.35,236.78,3.8,79.9,230.5,233.32,2.7,28376,70.85,12.0,54.06,4.86,16.57,1.38,broadband,3,0.0,36.0,18.0,0.0,0.0,0.0
1504406,MARAPANIM,PA,NORTE,90.5,185.6,174.15,4.2,84.9,228.62,228.89,3.7,68.1,229.52,229.49,2.3,26605,70.61,9.44,43.46,5.28,6.17,2.16,mobile,1,0.0,0.0,0.0,0.0,0.0,0.0
1504422,MARITUBA,PA,NORTE,87.6,200.41,191.3,4.9,84.7,242.71,245.74,3.9,87.3,250.39,258.24,3.5,108246,72.6,4.74,17.02,9.15,13.94,1.06,broadband,14,112.0,80.0,2.0,6.0,106.0,172.0
1504422,MARITUBA,PA,NORTE,87.6,200.41,191.3,4.9,84.7,242.71,245.74,3.9,87.3,250.39,258.24,3.5,108246,72.6,4.74,17.02,9.15,13.94,1.06,mobile,3,6.0,6.0,0.0,50.0,0.0,0.0
1504455,MEDICILANDIA,PA,NORTE,86,196.73,183.86,4.3,84.4,246.8,241.71,3.6,95.9,257.11,258.14,4,27328,72.99,18.35,39.49,12.39,6.48,3.02,broadband,4,13.0,11.0,0.0,4.0,21.0,21.0
1504455,MEDICILANDIA,PA,NORTE,86,196.73,183.86,4.3,84.4,246.8,241.71,3.6,95.9,257.11,258.14,4,27328,72.99,18.35,39.49,12.39,6.48,3.02,mobile,1,14.0,0.0,0.0,0.0,0.0,0.0
1504604,MOCAJUBA,PA,NORTE,80.2,187.38,174.08,4.1,90.1,240.22,238.45,3.9,69.6,241.85,251.07,2.7,26731,70.21,10.92,56.69,6.23,30.93,2.27,broadband,3,22.0,18.0,4.0,0.0,32.0,20.0
1504703,MOJU,PA,NORTE,78.6,195.75,186.99,4.5,83.4,223.4,222.8,3.3,76.8,220.38,227.64,2.5,70018,70.44,18.75,45.7,7.33,17.09,1.79,broadband,4,11.0,0.0,0.0,22.0,4.0,22.0
1504802,MONTE ALEGRE,PA,NORTE,80.4,193.39,185.35,4.5,91.1,247,247.43,4,83,253.44,257.63,3.5,55462,70.86,14.27,51.73,7.91,25.29,1.54,broadband,5,39.0,42.0,54.0,0.0,0.0,0.0
1504901,MUANA,PA,NORTE,81.6,186.62,183.23,4.2,88.6,242.19,237.19,3.9,77.1,ND,ND,-,34204,71.51,13.01,52.07,4.05,20.98,1.57,broadband,3,2.0,0.0,16.0,0.0,0.0,0.0
1505007,NOVA TIMBOTEUA,PA,NORTE,89.5,211.05,188.82,5,94,230.16,221.49,3.8,78.4,248.74,257.07,3.2,13670,72.43,20.06,41.2,5.2,18.63,1.24,broadband,2,0.0,16.0,0.0,0.0,0.0,0.0
1505031,NOVO PROGRESSO,PA,NORTE,87.4,220.62,208.21,5.6,91.9,262.98,260.5,4.5,76.6,ND,ND,-,25124,74.66,8.9,12.03,14.82,17.71,1.45,broadband,2,0.0,0.0,0.0,20.0,0.0,0.0
1505064,NOVO REPARTIMENTO,PA,NORTE,82.4,199.21,185.22,4.4,82.6,241.25,232.16,3.4,82.9,242.09,242.19,3.1,62050,69.48,20.58,46.1,7.55,14.38,2.24,broadband,4,34.0,0.0,3.0,30.0,42.0,142.0
1505064,NOVO REPARTIMENTO,PA,NORTE,82.4,199.21,185.22,4.4,82.6,241.25,232.16,3.4,82.9,242.09,242.19,3.1,62050,69.48,20.58,46.1,7.55,14.38,2.24,mobile,3,66.0,0.0,0.0,30.0,0.0,0.0
1505106,OBIDOS,PA,NORTE,84.1,200.99,187.34,4.7,91.5,241.98,242.42,3.8,74.7,237.85,245.13,2.8,49333,70.35,12.68,48.27,8.03,11.78,1.08,broadband,2,14.0,40.0,0.0,0.0,0.0,0.0
1505106,OBIDOS,PA,NORTE,84.1,200.99,187.34,4.7,91.5,241.98,242.42,3.8,74.7,237.85,245.13,2.8,49333,70.35,12.68,48.27,8.03,11.78,1.08,mobile,1,30.0,0.0,0.0,0.0,0.0,0.0
1505304,ORIXIMINA,PA,NORTE,91.8,211.18,198.43,5.1,91.7,258.01,257.49,4.7,75.6,258.27,259.94,3.3,62794,71.66,11.47,46.08,17.17,23.52,1.5,broadband,4,24.0,14.0,34.0,0.0,0.0,0.0
1505304,ORIXIMINA,PA,NORTE,91.8,211.18,198.43,5.1,91.7,258.01,257.49,4.7,75.6,258.27,259.94,3.3,62794,71.66,11.47,46.08,17.17,23.52,1.5,mobile,1,8.0,12.0,8.0,32.0,0.0,0.0
1505437,OURILANDIA DO NORTE,PA,NORTE,88.9,198.43,193.76,4.8,84.9,245.74,246.62,3.9,74.6,241.83,246.93,2.8,27359,72.72,12.56,23.09,11.46,25.19,2.07,broadband,2,0.0,0.0,0.0,0.0,0.0,12.0
1505437,OURILANDIA DO NORTE,PA,NORTE,88.9,198.43,193.76,4.8,84.9,245.74,246.62,3.9,74.6,241.83,246.93,2.8,27359,72.72,12.56,23.09,11.46,25.19,2.07,mobile,1,10.0,0.0,0.0,0.0,0.0,0.0
1505486,PACAJA,PA,NORTE,78.4,193.03,180.13,4.2,82.8,245.66,241.32,3.4,70.3,255.78,260.34,3,39979,69.78,21.53,55.04,7.6,15.71,1.96,broadband,3,16.0,0.0,0.0,14.0,0.0,32.0
1505502,PARAGOMINAS,PA,NORTE,93.5,230.86,215.16,5.8,89.9,257.45,259.81,4.4,76.5,258.47,265.49,3.5,97819,71.87,12.93,24.5,16.31,10.62,1.11,broadband,8,50.0,20.0,44.0,113.0,210.0,107.0
1505502,PARAGOMINAS,PA,NORTE,93.5,230.86,215.16,5.8,89.9,257.45,259.81,4.4,76.5,258.47,265.49,3.5,97819,71.87,12.93,24.5,16.31,10.62,1.11,mobile,2,2.0,0.0,0.0,2.0,0.0,0.0
1505536,PARAUAPEBAS,PA,NORTE,92.9,216.4,206.44,5.6,91.3,247.68,247.89,4.5,73.9,246.48,251.56,2.9,153908,73.55,8.11,13.17,42.75,13.75,1.05,broadband,15,317.0,205.0,284.0,328.0,504.0,669.0
1505536,PARAUAPEBAS,PA,NORTE,92.9,216.4,206.44,5.6,91.3,247.68,247.89,4.5,73.9,246.48,251.56,2.9,153908,73.55,8.11,13.17,42.75,13.75,1.05,mobile,3,124.0,0.0,0.0,46.0,0.0,0.0
1505650,PLACAS,PA,NORTE,94.5,198.76,188.15,4.8,88.9,228.41,222.76,3.7,91.1,237.46,242.23,3.3,23934,71.18,17.12,53.83,5.9,6.87,2.06,broadband,3,0.0,2.0,0.0,0.0,6.0,0.0
1505809,PORTEL,PA,NORTE,60.9,192.13,179.54,3.6,79,240.11,238.81,3.3,74.9,247.95,252.13,2.9,52172,71.04,30.1,60.55,7.78,12.76,2.01,broadband,2,22.0,0.0,0.0,0.0,0.0,0.0
1505809,PORTEL,PA,NORTE,60.9,192.13,179.54,3.6,79,240.11,238.81,3.3,74.9,247.95,252.13,2.9,52172,71.04,30.1,60.55,7.78,12.76,2.01,mobile,1,24.0,0.0,0.0,0.0,0.0,0.0
1505908,PORTO DE MOZ,PA,NORTE,71.9,184.9,172.23,3.8,71.8,231.7,229.93,3.2,89.2,237.52,243.75,3.3,33956,71.2,21.46,56.21,3.85,12.84,3.42,broadband,3,28.0,0.0,0.0,0.0,0.0,0.0
1506104,PRIMAVERA,PA,NORTE,88.6,203.58,193.72,4.9,78.7,224.57,234.44,3.2,76.7,ND,ND,-,10268,71.3,20.88,48.38,7.59,23.39,0.58,broadband,2,0.0,18.0,0.0,0.0,0.0,0.0
1506138,REDENCAO,PA,NORTE,93.1,201.53,193.89,5,90.1,239.23,238.95,4,71.4,246.1,243.85,2.7,75556,73.23,11.62,15.48,13.37,17.21,1.61,broadband,6,112.0,34.0,4.0,40.0,0.0,82.0
1506138,REDENCAO,PA,NORTE,93.1,201.53,193.89,5,90.1,239.23,238.95,4,71.4,246.1,243.85,2.7,75556,73.23,11.62,15.48,13.37,17.21,1.61,mobile,1,34.0,0.0,0.0,0.0,0.0,0.0
1506161,RIO MARIA,PA,NORTE,89.8,195.99,183.48,4.8,91.9,244.07,249.14,4.3,82.3,ND,ND,-,17697,73.23,16.04,22.47,15.25,14.65,2.93,broadband,3,0.0,0.0,0.0,24.0,0.0,14.0
1506187,RONDON DO PARA,PA,NORTE,88.4,212.02,199.02,5.1,84.3,260.47,257.28,4.2,70,ND,ND,-,46964,72.29,20.07,30.0,6.81,11.51,1.97,broadband,5,40.0,0.0,28.0,0.0,80.0,130.0
1506187,RONDON DO PARA,PA,NORTE,88.4,212.02,199.02,5.1,84.3,260.47,257.28,4.2,70,ND,ND,-,46964,72.29,20.07,30.0,6.81,11.51,1.97,mobile,2,130.0,0.0,0.0,0.0,0.0,0.0
1506195,RUROPOLIS,PA,NORTE,91.2,205.81,189.12,4.8,91,257.18,249.98,4.4,76.6,257.6,252.6,3.2,40087,70.86,17.78,48.07,4.73,21.9,1.7,broadband,5,23.0,7.0,57.0,6.0,20.0,18.0
1506195,RUROPOLIS,PA,NORTE,91.2,205.81,189.12,4.8,91,257.18,249.98,4.4,76.6,257.6,252.6,3.2,40087,70.86,17.78,48.07,4.73,21.9,1.7,mobile,1,20.0,0.0,0.0,14.0,0.0,0.0
1506203,SALINOPOLIS,PA,NORTE,92,195.38,186.57,4.8,86.5,225.67,228.49,3.7,76.5,241.64,249.03,2.9,37421,72.87,11.05,27.12,6.98,9.88,1.65,broadband,3,18.0,0.0,22.0,30.0,22.0,28.0
1506203,SALINOPOLIS,PA,NORTE,92,195.38,186.57,4.8,86.5,225.67,228.49,3.7,76.5,241.64,249.03,2.9,37421,72.87,11.05,27.12,6.98,9.88,1.65,mobile,2,18.0,0.0,0.0,50.0,0.0,0.0
1506302,SALVATERRA,PA,NORTE,90.6,198.12,189.74,4.6,86.1,252.08,246.66,4,75.5,254.87,259.29,3.3,20183,72.6,9.04,42.33,4.54,15.87,1.59,broadband,2,0.0,2.0,0.0,0.0,0.0,0.0
1506302,SALVATERRA,PA,NORTE,90.6,198.12,189.74,4.6,86.1,252.08,246.66,4,75.5,254.87,259.29,3.3,20183,72.6,9.04,42.33,4.54,15.87,1.59,mobile,1,2.0,0.0,0.0,0.0,0.0,0.0
1506351,SANTA BARBARA DO PARA,PA,NORTE,88.1,207.63,195.64,5.1,93.4,228.92,236.02,3.9,81.7,243.58,250.4,3.2,17141,72.06,8.39,39.11,4.84,11.59,2.61,broadband,3,8.0,0.0,12.0,0.0,0.0,0.0
1506500,SANTA ISABEL DO PARA,PA,NORTE,88.1,193.37,186.42,4.3,85.3,228.53,233.26,3.8,74.8,241.79,250.04,2.6,59466,72.87,9.43,26.13,6.18,13.54,0.83,broadband,5,34.0,0.0,30.0,10.0,8.0,0.0
1506609,SANTA MARIA DO PARA,PA,NORTE,75.5,194.83,182.56,4.3,75.7,234.31,234.14,3.2,70.6,255.09,263.33,3,23026,70.85,20.15,34.67,7.4,14.02,1.4,broadband,2,0.0,0.0,18.0,0.0,0.0,0.0
1506807,SANTAREM,PA,NORTE,95.3,217.08,205.47,5.5,94.4,249.44,254.05,4.6,84.6,262.11,268.04,3.8,294580,73.44,7.4,31.07,10.31,18.15,0.96,broadband,16,888.0,662.0,613.0,277.0,510.0,186.0
1506807,SANTAREM,PA,NORTE,95.3,217.08,205.47,5.5,94.4,249.44,254.05,4.6,84.6,262.11,268.04,3.8,294580,73.44,7.4,31.07,10.31,18.15,0.96,mobile,2,522.0,32.0,70.0,100.0,0.0,0.0
1507003,SANTO ANTONIO DO TAUA,PA,NORTE,89.1,193.69,183.51,4.5,86.7,226.75,237.35,3.7,75.3,241.99,248.24,2.9,26674,70.18,11.5,33.2,6.87,8.28,0.21,broadband,2,24.0,0.0,0.0,0.0,0.0,0.0
1507151,SAO DOMINGOS DO ARAGUAIA,PA,NORTE,85,185.67,180.09,4,86.9,220.93,221.95,3.3,71.7,238.8,246.37,2.7,23130,69.25,19.7,30.7,6.75,17.39,1.74,broadband,3,0.0,0.0,0.0,0.0,0.0,16.0
1507151,SAO DOMINGOS DO ARAGUAIA,PA,NORTE,85,185.67,180.09,4,86.9,220.93,221.95,3.3,71.7,238.8,246.37,2.7,23130,69.25,19.7,30.7,6.75,17.39,1.74,mobile,1,2.0,0.0,0.0,0.0,0.0,0.0
1507300,SAO FELIX DO XINGU,PA,NORTE,79.6,183.62,174.03,4,79.5,225.4,220.83,2.9,63.6,228.26,235.9,2.2,91340,72.87,11.59,32.79,7.78,14.01,2.52,broadband,7,25.0,0.0,2.0,0.0,12.0,40.0
1507409,SAO FRANCISCO DO PARA,PA,NORTE,80.1,187.68,175.4,4,86.9,223,236.57,3.4,76,ND,ND,-,15060,72.08,15.91,35.45,8.4,24.27,1.94,broadband,3,0.0,0.0,0.0,6.0,10.0,12.0
1507458,SAO GERALDO DO ARAGUAIA,PA,NORTE,90.5,207.47,193.15,4.8,88.6,244.84,238.83,4.2,85,248.76,252.74,3.4,25587,72.55,18.72,34.17,10.3,6.07,1.82,broadband,3,0.0,0.0,12.0,8.0,0.0,0.0
1507607,SAO MIGUEL DO GUAMA,PA,NORTE,85.9,195.73,187.44,4.4,88.6,251.63,248.5,3.8,75,247.17,250.89,3,51567,70.1,16.99,37.97,7.74,10.45,1.78,broadband,3,0.0,0.0,22.0,0.0,0.0,20.0
1507607,SAO MIGUEL DO GUAMA,PA,NORTE,85.9,195.73,187.44,4.4,88.6,251.63,248.5,3.8,75,247.17,250.89,3,51567,70.1,16.99,37.97,7.74,10.45,1.78,mobile,1,0.0,0.0,0.0,22.0,0.0,0.0
1507805,SENADOR JOSE PORFIRIO,PA,NORTE,82.7,210.09,193.53,4.1,87.1,258.18,252.41,4.4,73,251.77,247.63,2.9,13045,70.24,22.71,53.06,6.82,13.47,3.7,broadband,2,0.0,14.0,0.0,0.0,0.0,0.0
1507904,SOURE,PA,NORTE,86.3,189.97,176.67,4.2,85.5,222.24,222.24,3.4,84.3,238.05,242.73,3.1,23001,70.57,9.42,38.22,4.87,36.65,0.79,broadband,2,0.0,14.0,0.0,0.0,0.0,0.0
1507953,TAILANDIA,PA,NORTE,87.3,198.07,190.62,4.6,87.4,238.93,237.08,3.5,73.5,242.91,250.46,3,79297,71.58,13.52,33.6,5.78,18.34,1.77,broadband,5,30.0,0.0,34.0,0.0,13.0,28.0
1507953,TAILANDIA,PA,NORTE,87.3,198.07,190.62,4.6,87.4,238.93,237.08,3.5,73.5,242.91,250.46,3,79297,71.58,13.52,33.6,5.78,18.34,1.77,mobile,2,0.0,0.0,0.0,26.0,0.0,0.0
1507979,TERRA SANTA,PA,NORTE,95.7,220.98,205.22,5.7,86.1,249.27,250.27,4.6,75.9,ND,ND,-,16949,70.76,8.47,38.14,16.81,10.6,1.77,mobile,1,32.0,0.0,0.0,0.0,0.0,0.0
1508001,TOME-ACU,PA,NORTE,88.5,195.32,188.46,4.7,91.1,233.75,235.92,3.9,74.5,238.17,243.87,2.8,56518,72.87,16.07,33.93,6.98,14.78,2.01,broadband,3,0.0,0.0,28.0,0.0,2.0,0.0
1508001,TOME-ACU,PA,NORTE,88.5,195.32,188.46,4.7,91.1,233.75,235.92,3.9,74.5,238.17,243.87,2.8,56518,72.87,16.07,33.93,6.98,14.78,2.01,mobile,1,22.0,0.0,0.0,0.0,0.0,0.0
